File Name,Cell Image,Perimeter,Area,Circularity
06_1.png,"<img src=""06_1.png"">",183.1,2380.5,0.82
06_2.png,"<img src=""06_2.png"">",168.85,2036.0,0.94
06_3.png,"<img src=""06_3.png"">",187.92,2492.5,0.9
06_4.png,"<img src=""06_4.png"">",174.51,2117.0,0.89
06_5.png,"<img src=""06_5.png"">",193.82,2356.0,0.74
06_6.png,"<img src=""06_6.png"">",190.99,2516.0,0.85
06_7.png,"<img src=""06_7.png"">",182.61,2247.5,0.91
06_8.png,"<img src=""06_8.png"">",165.78,1692.5,0.86
06_9.png,"<img src=""06_9.png"">",189.78,2505.5,0.88
06_10.png,"<img src=""06_10.png"">",170.02,2071.0,0.96
06_11.png,"<img src=""06_11.png"">",205.1,2564.5,0.98
06_12.png,"<img src=""06_12.png"">",154.37,1702.0,0.96
06_13.png,"<img src=""06_13.png"">",182.95,2313.5,0.86
06_14.png,"<img src=""06_14.png"">",176.85,2092.0,0.91
06_15.png,"<img src=""06_15.png"">",166.95,1854.5,0.77
06_16.png,"<img src=""06_16.png"">",157.78,1722.5,0.86
06_17.png,"<img src=""06_17.png"">",178.99,2197.0,0.81
06_18.png,"<img src=""06_18.png"">",158.37,1786.0,0.86
06_19.png,"<img src=""06_19.png"">",180.17,2218.0,0.74
06_20.png,"<img src=""06_20.png"">",164.95,1794.5,0.76
06_21.png,"<img src=""06_21.png"">",161.15,1742.5,0.81
06_22.png,"<img src=""06_22.png"">",189.68,2465.0,0.81
06_23.png,"<img src=""06_23.png"">",177.68,2098.0,0.86
06_24.png,"<img src=""06_24.png"">",191.34,2429.0,0.72
06_25.png,"<img src=""06_25.png"">",186.65,2147.0,0.62
06_26.png,"<img src=""06_26.png"">",163.3,1746.5,0.71
06_27.png,"<img src=""06_27.png"">",182.27,2251.5,0.74
06_28.png,"<img src=""06_28.png"">",171.68,2058.0,0.87
06_29.png,"<img src=""06_29.png"">",170.02,2057.0,0.91
06_30.png,"<img src=""06_30.png"">",157.78,1765.5,0.88
06_31.png,"<img src=""06_31.png"">",170.02,2018.0,0.8
06_32.png,"<img src=""06_32.png"">",189.24,2419.5,1.0
06_33.png,"<img src=""06_33.png"">",173.2,2097.0,0.91
06_34.png,"<img src=""06_34.png"">",183.68,2358.0,0.95
06_35.png,"<img src=""06_35.png"">",197.34,2724.0,0.86
06_36.png,"<img src=""06_36.png"">",200.55,2504.5,0.73
06_37.png,"<img src=""06_37.png"">",181.68,2345.0,0.91
06_38.png,"<img src=""06_38.png"">",173.44,2137.5,0.94
06_39.png,"<img src=""06_39.png"">",176.02,2130.0,0.91
06_40.png,"<img src=""06_40.png"">",152.37,1656.0,0.9
06_41.png,"<img src=""06_41.png"">",180.51,2268.0,0.89
06_42.png,"<img src=""06_42.png"">",150.95,1612.5,0.91
06_43.png,"<img src=""06_43.png"">",188.65,2373.0,0.72
06_44.png,"<img src=""06_44.png"">",174.17,2047.0,0.81
06_45.png,"<img src=""06_45.png"">",183.1,2378.5,0.91
06_46.png,"<img src=""06_46.png"">",174.27,2146.5,0.89
06_47.png,"<img src=""06_47.png"">",188.75,2513.5,0.9
06_48.png,"<img src=""06_48.png"">",178.51,1953.0,0.85
06_49.png,"<img src=""06_49.png"">",162.02,1846.0,0.96
06_50.png,"<img src=""06_50.png"">",207.24,2930.5,0.88
06_51.png,"<img src=""06_51.png"">",194.37,2542.0,0.83
06_52.png,"<img src=""06_52.png"">",170.27,2025.5,0.87
06_53.png,"<img src=""06_53.png"">",228.65,3188.0,0.8
06_54.png,"<img src=""06_54.png"">",167.2,1944.0,0.94
06_55.png,"<img src=""06_55.png"">",175.3,1988.5,0.75
06_56.png,"<img src=""06_56.png"">",168.75,1975.5,0.82
06_57.png,"<img src=""06_57.png"">",153.54,1674.0,0.98
06_58.png,"<img src=""06_58.png"">",170.85,1325.0,0.56
06_59.png,"<img src=""06_59.png"">",178.85,2264.0,0.84
06_60.png,"<img src=""06_60.png"">",161.78,1852.5,0.96
06_61.png,"<img src=""06_61.png"">",165.44,1929.5,0.87
06_62.png,"<img src=""06_62.png"">",162.02,1877.0,0.98
06_63.png,"<img src=""06_63.png"">",160.12,1781.5,0.85
06_64.png,"<img src=""06_64.png"">",169.68,1999.0,0.87
06_65.png,"<img src=""06_65.png"">",164.61,1922.5,0.92
06_66.png,"<img src=""06_66.png"">",212.95,2337.5,0.95
06_67.png,"<img src=""06_67.png"">",177.2,1474.0,0.76
06_68.png,"<img src=""06_68.png"">",179.05,2083.0,0.8
