File Name,Cell Image,Perimeter,Area,Circularity
03_1.png,"<img src=""03_1.png"">",230.37,2587.0,0.76
03_2.png,"<img src=""03_2.png"">",227.34,2096.0,0.62
03_3.png,"<img src=""03_3.png"">",187.68,2463.0,0.91
03_4.png,"<img src=""03_4.png"">",187.92,2501.5,0.88
03_5.png,"<img src=""03_5.png"">",181.68,2234.0,0.74
03_6.png,"<img src=""03_6.png"">",177.1,2162.5,0.86
03_7.png,"<img src=""03_7.png"">",175.2,2158.0,0.88
03_8.png,"<img src=""03_8.png"">",178.27,2135.5,0.94
03_9.png,"<img src=""03_9.png"">",176.85,2101.0,0.84
03_10.png,"<img src=""03_10.png"">",180.37,2234.0,0.91
03_11.png,"<img src=""03_11.png"">",168.75,1980.5,0.96
03_12.png,"<img src=""03_12.png"">",175.2,2150.0,0.93
03_13.png,"<img src=""03_13.png"">",176.37,2109.0,0.91
03_14.png,"<img src=""03_14.png"">",167.44,1981.5,0.98
03_15.png,"<img src=""03_15.png"">",179.68,2210.0,0.83
03_16.png,"<img src=""03_16.png"">",172.75,2107.5,0.91
03_17.png,"<img src=""03_17.png"">",172.95,1996.5,0.7
03_18.png,"<img src=""03_18.png"">",209.82,2770.0,0.85
03_19.png,"<img src=""03_19.png"">",166.85,1905.0,0.92
03_20.png,"<img src=""03_20.png"">",203.82,2489.0,0.84
03_21.png,"<img src=""03_21.png"">",170.95,2051.5,0.89
03_22.png,"<img src=""03_22.png"">",173.2,2156.0,0.94
03_23.png,"<img src=""03_23.png"">",176.51,2207.0,0.98
03_24.png,"<img src=""03_24.png"">",198.71,2436.0,0.8
03_25.png,"<img src=""03_25.png"">",179.44,2269.5,0.98
03_26.png,"<img src=""03_26.png"">",187.54,2424.0,0.82
03_27.png,"<img src=""03_27.png"">",191.54,2517.0,0.77
03_28.png,"<img src=""03_28.png"">",183.92,2257.5,0.91
03_29.png,"<img src=""03_29.png"">",189.1,2543.5,0.98
03_30.png,"<img src=""03_30.png"">",173.78,2059.5,0.92
03_31.png,"<img src=""03_31.png"">",181.68,2362.0,0.95
03_32.png,"<img src=""03_32.png"">",153.54,1680.0,1.0
03_33.png,"<img src=""03_33.png"">",273.24,2944.5,0.52
03_34.png,"<img src=""03_34.png"">",178.02,2204.0,0.8
03_35.png,"<img src=""03_35.png"">",189.82,2551.0,0.9
03_36.png,"<img src=""03_36.png"">",173.78,2140.5,0.96
03_37.png,"<img src=""03_37.png"">",182.61,2330.5,0.91
03_38.png,"<img src=""03_38.png"">",187.1,2380.5,0.88
03_39.png,"<img src=""03_39.png"">",166.37,1901.0,0.96
03_40.png,"<img src=""03_40.png"">",166.33,1482.5,0.73
03_41.png,"<img src=""03_41.png"">",157.78,1719.5,0.88
03_42.png,"<img src=""03_42.png"">",194.02,2364.0,0.79
03_43.png,"<img src=""03_43.png"">",194.41,2451.5,0.77
03_44.png,"<img src=""03_44.png"">",191.44,2475.5,0.85
03_45.png,"<img src=""03_45.png"">",171.44,2090.5,0.84
03_46.png,"<img src=""03_46.png"">",191.1,2500.5,0.95
03_47.png,"<img src=""03_47.png"">",172.85,2119.0,0.94
03_48.png,"<img src=""03_48.png"">",187.2,2275.0,0.77
03_49.png,"<img src=""03_49.png"">",180.61,2295.5,1.0
03_50.png,"<img src=""03_50.png"">",160.12,1821.5,0.85
03_51.png,"<img src=""03_51.png"">",181.1,2311.5,0.93
03_52.png,"<img src=""03_52.png"">",190.99,2510.0,0.82
03_53.png,"<img src=""03_53.png"">",183.44,2353.5,0.91
03_54.png,"<img src=""03_54.png"">",167.44,2003.5,0.92
03_55.png,"<img src=""03_55.png"">",168.61,2006.5,0.98
03_56.png,"<img src=""03_56.png"">",202.17,2596.0,0.72
03_57.png,"<img src=""03_57.png"">",178.27,2233.5,0.83
03_58.png,"<img src=""03_58.png"">",174.02,2147.0,0.96
03_59.png,"<img src=""03_59.png"">",188.75,2512.5,0.85
03_60.png,"<img src=""03_60.png"">",193.44,1651.5,0.77
03_61.png,"<img src=""03_61.png"">",164.61,1905.5,0.9
03_62.png,"<img src=""03_62.png"">",182.65,2243.0,0.77
03_63.png,"<img src=""03_63.png"">",185.1,2460.5,0.96
