File Name,Cell Image,Perimeter,Area,Circularity
09_1.png,"<img src=""09_1.png"">",183.92,2319.5,0.88
09_2.png,"<img src=""09_2.png"">",171.78,2076.5,0.94
09_3.png,"<img src=""09_3.png"">",170.75,2036.5,0.84
09_4.png,"<img src=""09_4.png"">",177.34,2191.0,0.89
09_5.png,"<img src=""09_5.png"">",151.25,1343.0,0.67
09_6.png,"<img src=""09_6.png"">",185.82,2401.0,0.86
09_7.png,"<img src=""09_7.png"">",182.75,2334.5,0.93
09_8.png,"<img src=""09_8.png"">",170.51,1953.0,0.8
09_9.png,"<img src=""09_9.png"">",162.61,1862.5,0.92
09_10.png,"<img src=""09_10.png"">",200.41,2848.5,0.94
09_11.png,"<img src=""09_11.png"">",184.51,2355.0,0.88
09_12.png,"<img src=""09_12.png"">",183.34,2383.0,0.96
09_13.png,"<img src=""09_13.png"">",168.85,2013.0,0.89
09_14.png,"<img src=""09_14.png"">",191.24,2540.5,0.81
09_15.png,"<img src=""09_15.png"">",180.99,2285.0,0.91
09_16.png,"<img src=""09_16.png"">",179.68,2281.0,0.96
09_17.png,"<img src=""09_17.png"">",180.51,2220.0,0.91
09_18.png,"<img src=""09_18.png"">",184.02,2317.0,0.85
09_19.png,"<img src=""09_19.png"">",175.68,2189.0,0.93
09_20.png,"<img src=""09_20.png"">",176.02,2193.0,0.94
09_21.png,"<img src=""09_21.png"">",186.17,2422.0,0.86
09_22.png,"<img src=""09_22.png"">",180.17,2280.0,0.91
09_23.png,"<img src=""09_23.png"">",177.44,2189.5,0.81
09_24.png,"<img src=""09_24.png"">",195.44,2581.5,0.84
09_25.png,"<img src=""09_25.png"">",164.61,1912.5,0.85
09_26.png,"<img src=""09_26.png"">",179.1,2259.5,0.91
09_27.png,"<img src=""09_27.png"">",170.85,2084.0,0.87
09_28.png,"<img src=""09_28.png"">",179.92,2239.5,0.88
09_29.png,"<img src=""09_29.png"">",194.75,2503.5,0.92
09_30.png,"<img src=""09_30.png"">",174.85,2151.0,0.89
09_31.png,"<img src=""09_31.png"">",172.61,2103.5,0.81
09_32.png,"<img src=""09_32.png"">",186.37,2298.0,0.83
09_33.png,"<img src=""09_33.png"">",168.95,2004.5,0.91
09_34.png,"<img src=""09_34.png"">",165.54,1978.0,0.91
09_35.png,"<img src=""09_35.png"">",196.02,2584.0,0.78
09_36.png,"<img src=""09_36.png"">",179.34,2246.0,0.91
09_37.png,"<img src=""09_37.png"">",176.02,2200.0,0.96
09_38.png,"<img src=""09_38.png"">",173.3,2052.5,0.91
09_39.png,"<img src=""09_39.png"">",204.27,2537.5,0.63
09_40.png,"<img src=""09_40.png"">",180.99,2301.0,0.89
09_41.png,"<img src=""09_41.png"">",172.51,2071.0,0.92
09_42.png,"<img src=""09_42.png"">",187.34,2421.0,0.9
09_43.png,"<img src=""09_43.png"">",180.99,2233.0,0.88
09_44.png,"<img src=""09_44.png"">",188.99,2205.0,0.93
09_45.png,"<img src=""09_45.png"">",183.1,2336.5,0.85
09_46.png,"<img src=""09_46.png"">",180.51,2324.0,0.96
09_47.png,"<img src=""09_47.png"">",155.78,1730.5,0.96
09_48.png,"<img src=""09_48.png"">",171.3,2065.5,0.93
09_49.png,"<img src=""09_49.png"">",186.85,2483.0,0.96
09_50.png,"<img src=""09_50.png"">",175.1,2086.5,0.81
09_51.png,"<img src=""09_51.png"">",170.85,2086.0,0.92
09_52.png,"<img src=""09_52.png"">",180.75,2292.5,0.86
09_53.png,"<img src=""09_53.png"">",187.92,2500.5,0.9
09_54.png,"<img src=""09_54.png"">",175.68,2166.0,0.96
09_55.png,"<img src=""09_55.png"">",185.1,2415.5,0.93
09_56.png,"<img src=""09_56.png"">",173.58,2103.5,0.86
09_57.png,"<img src=""09_57.png"">",182.75,2350.5,0.85
09_58.png,"<img src=""09_58.png"">",152.33,1152.5,0.71
09_59.png,"<img src=""09_59.png"">",168.75,1987.5,0.82
