File Name,Cell Image,Perimeter,Area,Circularity,Result,Confidence
05_1.png,"<img src=""05_1.png"">",168.23,1969.0,0.89,Regular,1.0
05_2.png,"<img src=""05_2.png"">",184.85,2364.0,0.83,Regular,0.99
05_3.png,"<img src=""05_3.png"">",169.92,2030.5,0.87,Regular,1.0
05_4.png,"<img src=""05_4.png"">",172.61,2022.5,0.86,Regular,1.0
05_5.png,"<img src=""05_5.png"">",169.44,2031.5,0.91,Regular,1.0
05_6.png,"<img src=""05_6.png"">",179.78,1996.5,0.75,Sickle,0.97
05_7.png,"<img src=""05_7.png"">",174.27,2096.5,0.87,Regular,1.0
05_8.png,"<img src=""05_8.png"">",172.02,1967.0,0.87,Regular,1.0
05_9.png,"<img src=""05_9.png"">",177.58,2138.5,0.81,Regular,1.0
05_10.png,"<img src=""05_10.png"">",186.61,2496.5,0.98,Regular,1.0
05_11.png,"<img src=""05_11.png"">",170.02,2021.0,0.91,Regular,1.0
05_12.png,"<img src=""05_12.png"">",157.78,1761.5,0.96,Regular,1.0
05_13.png,"<img src=""05_13.png"">",162.71,1856.0,0.9,Regular,1.0
05_14.png,"<img src=""05_14.png"">",167.68,1953.0,0.98,Regular,1.0
05_15.png,"<img src=""05_15.png"">",163.1,1895.5,0.98,Regular,1.0
05_16.png,"<img src=""05_16.png"">",199.54,2356.0,0.51,Regular,0.83
05_17.png,"<img src=""05_17.png"">",166.02,1947.0,0.94,Regular,1.0
05_18.png,"<img src=""05_18.png"">",164.61,1932.5,0.92,Regular,1.0
05_19.png,"<img src=""05_19.png"">",192.75,2662.5,0.97,Regular,1.0
05_20.png,"<img src=""05_20.png"">",151.3,1585.5,0.76,Regular,0.92
05_21.png,"<img src=""05_21.png"">",172.85,2128.0,0.89,Regular,1.0
05_22.png,"<img src=""05_22.png"">",173.1,2109.5,0.94,Regular,1.0
05_23.png,"<img src=""05_23.png"">",152.95,1649.5,0.94,Regular,1.0
05_24.png,"<img src=""05_24.png"">",171.92,2071.5,0.92,Regular,1.0
05_25.png,"<img src=""05_25.png"">",194.02,2279.0,0.76,Regular,0.99
05_26.png,"<img src=""05_26.png"">",162.61,1883.5,0.98,Regular,1.0
05_27.png,"<img src=""05_27.png"">",166.02,1950.0,0.98,Regular,1.0
05_28.png,"<img src=""05_28.png"">",185.2,2268.0,0.83,Regular,1.0
05_29.png,"<img src=""05_29.png"">",182.75,2187.5,0.71,Regular,1.0
05_30.png,"<img src=""05_30.png"">",185.1,2426.5,0.87,Regular,1.0
05_31.png,"<img src=""05_31.png"">",170.75,1821.5,0.68,Regular,1.0
05_32.png,"<img src=""05_32.png"">",188.17,2486.0,0.93,Regular,1.0
05_33.png,"<img src=""05_33.png"">",166.37,1939.0,0.92,Regular,1.0
05_34.png,"<img src=""05_34.png"">",164.61,1876.5,0.82,Regular,1.0
05_35.png,"<img src=""05_35.png"">",153.78,1669.5,0.9,Regular,1.0
05_36.png,"<img src=""05_36.png"">",170.85,1942.0,0.77,Sickle,0.75
05_37.png,"<img src=""05_37.png"">",184.75,2175.5,0.84,Regular,0.57
05_38.png,"<img src=""05_38.png"">",170.02,2041.0,0.87,Regular,1.0
05_39.png,"<img src=""05_39.png"">",172.27,2089.5,0.87,Regular,1.0
05_40.png,"<img src=""05_40.png"">",160.02,1762.0,0.88,Regular,1.0
05_41.png,"<img src=""05_41.png"">",154.61,1687.5,0.86,Regular,0.99
05_42.png,"<img src=""05_42.png"">",176.51,2191.0,0.94,Regular,1.0
05_43.png,"<img src=""05_43.png"">",164.61,1937.5,0.92,Regular,1.0
05_44.png,"<img src=""05_44.png"">",156.51,1630.0,0.74,Regular,1.0
05_45.png,"<img src=""05_45.png"">",176.27,2211.5,0.88,Regular,1.0
05_46.png,"<img src=""05_46.png"">",168.37,1987.0,0.96,Regular,1.0
05_47.png,"<img src=""05_47.png"">",169.68,2026.0,0.92,Regular,1.0
05_48.png,"<img src=""05_48.png"">",151.54,1096.0,0.47,Regular,0.98
05_49.png,"<img src=""05_49.png"">",173.68,2125.0,0.93,Regular,1.0
05_50.png,"<img src=""05_50.png"">",178.61,2233.5,0.89,Regular,1.0
05_51.png,"<img src=""05_51.png"">",164.85,1869.0,0.87,Regular,1.0
05_52.png,"<img src=""05_52.png"">",150.12,1572.5,0.98,Regular,1.0
05_53.png,"<img src=""05_53.png"">",198.41,2774.5,0.97,Regular,1.0
05_54.png,"<img src=""05_54.png"">",162.61,1867.5,0.98,Regular,1.0
05_55.png,"<img src=""05_55.png"">",201.68,2679.0,0.67,Regular,0.96
05_56.png,"<img src=""05_56.png"">",166.51,1923.0,0.8,Regular,1.0
05_57.png,"<img src=""05_57.png"">",204.55,2781.5,0.98,Regular,1.0
05_58.png,"<img src=""05_58.png"">",175.68,2168.0,0.96,Regular,1.0
05_59.png,"<img src=""05_59.png"">",161.92,1798.5,0.85,Regular,1.0
05_60.png,"<img src=""05_60.png"">",181.24,2160.5,0.73,Regular,0.79
05_61.png,"<img src=""05_61.png"">",165.44,1963.5,0.94,Regular,1.0
05_62.png,"<img src=""05_62.png"">",180.75,2309.5,0.96,Regular,1.0
05_63.png,"<img src=""05_63.png"">",170.27,2047.5,0.98,Regular,1.0
