File Name,Cell Image,Perimeter,Area,Circularity,Result,Confidence
04_1.png,"<img src=""04_1.png"">",158.37,1770.0,0.94,Regular,1.0
04_2.png,"<img src=""04_2.png"">",164.12,1864.5,0.87,Regular,1.0
04_3.png,"<img src=""04_3.png"">",188.02,2363.0,0.9,Regular,1.0
04_4.png,"<img src=""04_4.png"">",182.51,2218.0,0.88,Regular,1.0
04_5.png,"<img src=""04_5.png"">",219.92,2996.5,0.73,Regular,1.0
04_6.png,"<img src=""04_6.png"">",180.51,2254.0,0.81,Regular,1.0
04_7.png,"<img src=""04_7.png"">",168.02,2029.0,0.91,Regular,1.0
04_8.png,"<img src=""04_8.png"">",180.95,2114.5,0.88,Regular,1.0
04_9.png,"<img src=""04_9.png"">",182.99,2339.0,0.82,Regular,1.0
04_10.png,"<img src=""04_10.png"">",186.27,2343.5,0.83,Regular,1.0
04_11.png,"<img src=""04_11.png"">",169.4,1760.0,0.9,Regular,1.0
04_12.png,"<img src=""04_12.png"">",198.99,2807.0,0.93,Regular,1.0
04_13.png,"<img src=""04_13.png"">",173.1,1974.5,0.8,Regular,1.0
04_14.png,"<img src=""04_14.png"">",187.54,2338.0,0.88,Regular,1.0
04_15.png,"<img src=""04_15.png"">",170.51,2042.0,0.82,Regular,1.0
04_16.png,"<img src=""04_16.png"">",165.92,1932.5,0.9,Regular,1.0
04_17.png,"<img src=""04_17.png"">",181.44,2277.5,0.96,Regular,1.0
04_18.png,"<img src=""04_18.png"">",183.68,2392.0,0.93,Regular,1.0
04_19.png,"<img src=""04_19.png"">",187.92,2423.5,0.91,Regular,1.0
04_20.png,"<img src=""04_20.png"">",173.1,2074.5,0.85,Regular,1.0
04_21.png,"<img src=""04_21.png"">",189.1,2321.5,0.76,Regular,1.0
04_22.png,"<img src=""04_22.png"">",187.48,2125.0,0.71,Regular,1.0
04_23.png,"<img src=""04_23.png"">",187.24,2434.5,0.81,Regular,1.0
04_24.png,"<img src=""04_24.png"">",184.61,2239.5,0.89,Regular,1.0
04_25.png,"<img src=""04_25.png"">",182.27,2277.5,0.74,Regular,1.0
04_26.png,"<img src=""04_26.png"">",185.1,2405.5,0.88,Regular,1.0
04_27.png,"<img src=""04_27.png"">",176.27,1981.5,0.66,Regular,1.0
04_28.png,"<img src=""04_28.png"">",271.44,2864.5,0.51,Regular,0.97
04_29.png,"<img src=""04_29.png"">",164.12,1883.5,0.85,Regular,1.0
04_30.png,"<img src=""04_30.png"">",154.12,1581.5,0.72,Regular,1.0
04_31.png,"<img src=""04_31.png"">",171.2,1850.0,0.8,Regular,0.51
04_32.png,"<img src=""04_32.png"">",168.61,1972.5,0.82,Regular,0.97
04_33.png,"<img src=""04_33.png"">",185.78,2281.5,0.95,Regular,1.0
04_34.png,"<img src=""04_34.png"">",188.07,2275.5,0.83,Regular,1.0
04_35.png,"<img src=""04_35.png"">",181.68,2196.0,0.93,Regular,1.0
04_36.png,"<img src=""04_36.png"">",207.24,2478.5,0.63,Regular,0.62
04_37.png,"<img src=""04_37.png"">",182.51,2350.0,0.91,Regular,1.0
04_38.png,"<img src=""04_38.png"">",166.95,2004.5,0.94,Regular,1.0
04_39.png,"<img src=""04_39.png"">",161.2,1866.0,0.98,Regular,1.0
04_40.png,"<img src=""04_40.png"">",208.45,2602.0,0.79,Regular,1.0
04_41.png,"<img src=""04_41.png"">",181.1,2285.5,0.88,Regular,1.0
04_42.png,"<img src=""04_42.png"">",184.27,2343.5,0.96,Regular,1.0
04_43.png,"<img src=""04_43.png"">",157.44,1761.5,0.96,Regular,1.0
04_44.png,"<img src=""04_44.png"">",181.44,2331.5,0.96,Regular,1.0
04_45.png,"<img src=""04_45.png"">",172.51,2077.0,0.79,Regular,0.98
04_46.png,"<img src=""04_46.png"">",177.92,2107.5,0.82,Regular,0.52
04_47.png,"<img src=""04_47.png"">",176.51,2203.0,0.84,Regular,1.0
04_48.png,"<img src=""04_48.png"">",182.17,2240.0,0.71,Regular,1.0
04_49.png,"<img src=""04_49.png"">",178.27,2201.5,0.94,Regular,1.0
04_50.png,"<img src=""04_50.png"">",179.92,2300.5,0.95,Regular,1.0
04_51.png,"<img src=""04_51.png"">",169.2,2044.0,0.91,Regular,1.0
04_52.png,"<img src=""04_52.png"">",205.1,2522.5,0.78,Regular,0.56
04_53.png,"<img src=""04_53.png"">",164.02,1910.0,0.96,Regular,1.0
04_54.png,"<img src=""04_54.png"">",189.68,2513.0,0.85,Regular,1.0
04_55.png,"<img src=""04_55.png"">",167.34,1984.0,0.87,Regular,1.0
04_56.png,"<img src=""04_56.png"">",176.27,2203.5,0.94,Regular,1.0
04_57.png,"<img src=""04_57.png"">",184.75,2384.5,0.95,Regular,1.0
04_58.png,"<img src=""04_58.png"">",199.24,2618.5,0.75,Regular,1.0
04_59.png,"<img src=""04_59.png"">",154.33,1282.5,0.58,Regular,0.97
04_60.png,"<img src=""04_60.png"">",158.43,1339.0,0.57,Regular,0.93
04_61.png,"<img src=""04_61.png"">",170.02,1908.0,0.67,Regular,1.0
04_62.png,"<img src=""04_62.png"">",189.54,2371.0,0.84,Regular,1.0
04_63.png,"<img src=""04_63.png"">",299.62,3558.0,0.38,Regular,0.99
04_64.png,"<img src=""04_64.png"">",182.07,2215.5,0.8,Regular,1.0
04_65.png,"<img src=""04_65.png"">",161.78,1797.5,0.94,Regular,1.0
